itemid,appno,docname,country_name,country_code,articles,year,judgement_date,applicant_type,has_violation,violation_count,no_violation_count,violated_articles,no_violation_articles,has_mixed_decision,judge_president,judge_count,judge_names_list
001-116735,19010/07,CASE OF X AND OTHERS v. AUSTRIA,Austria,at,"41, 8, 14",2013,19/02/2013 00:00:00,Multiple Applicants,True,2,2,"8, 14","8, 14",True,Dean Spielmann,18,Dean Spielmann|Josep Casadevall|Guido Raimondi|Ineta Ziemele|Nina Vajić|Lech Garlicki|Peer Lorenzen|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Egbert Myjer|Danutė Jočienė|Ján Šikuta|Vincent A. De Gaetano|Linos-Alexandre Sicilianos|Erik Møse|André Potocki|Johan Callewaert
001-99865,38683/06,CASE OF ALEKSANDR SMIRNOV v. UKRAINE,Ukraine,ua,3,2010,15/07/2010 00:00:00,Individual,True,1,1,3,3,False,,0,
001-191274,19788/03;29240/03;29286/03;36384/03;37487/03;1195/04;2676/04;7174/04;8647/04;20106/04;21121/04;33435/04;13354/05;15652/05;6947/07;12838/07;35547/07;45689/07;50994/08,CASE OF ANA IONESCU AND OTHERS v. ROMANIA,Romania,ro,p1-1,2019,26/02/2019 00:00:00,Multiple Applicants,True,1,0,p1-1,,False,Ganna Yudkivska,8,Ganna Yudkivska|Paulo Pinto de Albuquerque|Krzysztof Wojtyczek|Carlo Ranzoni|Georges Ravarani|Marko Bošnjak|Péter Paczolay|Marialena Tsirli
001-72975,75697/01,CASE OF ROJNIK v. SLOVENIA,Slovenia,si,"6, 13, 29, 41",2006,30/03/2006 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrJ. Hedigan,8,MrJ. Hedigan|MrB.M. Zupančič|MrL. Caflisch|MrsM. Tsatsa-Nikolovska|MrE. Myjer|MrDavid Thór Björgvinsson|MrsI. Ziemele|MrV. Berger
001-90594,39656/03,CASE OF AYHAN ERDOĞAN v. TURKEY,Turkey,tr,10,2009,13/01/2009 00:00:00,Individual,True,1,0,10,,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|Dragoljub Popović|Nona Tsotsoria|Işıl Karakaş|Sally Dollé
001-175488,50520/08,CASE OF HOVHANNISYAN v. ARMENIA,Armenia,am,5,2017,20/07/2017 00:00:00,Individual,True,1,0,5,,False,Aleš Pejchal,4,Aleš Pejchal|Armen Harutyunyan|Jovan Ilievski|Renata Degener
001-138917,39544/05,CASE OF ZAGREBAČKA BANKA D.D. v. CROATIA,Croatia,hr,"6, 35, 41",2013,12/12/2013 00:00:00,Individual,True,1,0,6,,True,FIRST SECTIONCASE OF ZAGREBAČKA BANKA D.D. v. CROATIA(Application no. 39544/05)JUDGMENTSTRASBOURG12 December 2013Isabelle Berro-Lefèvre,8,FIRST SECTIONCASE OF ZAGREBAČKA BANKA D.D. v. CROATIA(Application no. 39544/05)JUDGMENTSTRASBOURG12 December 2013Isabelle Berro-Lefèvre|Elisabeth Steiner|Khanlar Hajiyev|Linos-Alexandre Sicilianos|Erik Møse|Ksenija Turković|Dmitry Dedov|André Wampach
001-90272,42619/04,CASE OF VLAHOVIĆ v. SERBIA,Serbia,rs,"6, p1-1",2008,16/12/2008 00:00:00,Individual,True,2,0,"6, p1-1",,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|Dragoljub Popović|András Sajó|Nona Tsotsoria|Sally Dollé
001-142305,64480/09;64482/09;12874/10;56935/10;3129/12,CASE OF LULI AND OTHERS v. ALBANIA,Albania,al,"6, 46, 35, 41",2014,01/04/2014 00:00:00,Multiple Applicants,True,1,0,6,,True,Ineta Ziemele,8,Ineta Ziemele|George Nicolaou|Ledi Bianku|Nona Tsotsoria|Zdravka Kalaydjieva|Paul Mahoney|Krzysztof Wojtyczek|Françoise Elens-Pasos
001-194301,40934/15,CASE OF HUNVALD v. HUNGARY,Hungary,hu,"6, 13",2019,11/07/2019 00:00:00,Individual,True,3,0,"6, 6-1, 13",,False,Stéphanie Mourou-Vikström,4,Stéphanie Mourou-Vikström|Georges Ravarani|Jolien Schukking|Liv Tigerstedt Acting Deputy Section Registrar
001-164664,2586/07,CASE OF PETRYCHENKO v. UKRAINE,Ukraine,ua,6,2016,12/07/2016 00:00:00,Individual,True,1,0,6,,False,André Potocki,4,André Potocki|Ganna Yudkivska|Síofra O’Leary|Milan Blaško
001-104708,28847/08,CASE OF GLADOVIC v. CROATIA,Croatia,hr,3,2011,10/05/2011 00:00:00,Individual,True,1,0,3,,False,Anatoly Kovler,8,Anatoly Kovler|Nina Vajić|Christos Rozakis|Peer Lorenzen|Elisabeth Steiner|Khanlar Hajiyev|George Nicolaou|André Wampach
001-87305,22978/05,CASE OF GÄFGEN v. GERMANY,Germany,de,"3, 6, 34",2008,30/06/2008 00:00:00,Individual,False,0,1,,6,True,,0,
001-154534,70758/12,CASE OF IGNATKINA v. UKRAINE,Ukraine,ua,"3, 6",2015,21/05/2015 00:00:00,Individual,True,2,0,"3, 6",,False,Vincent A. De Gaetano,4,Vincent A. De Gaetano|Ganna Yudkivska|André Potocki|Milan Blasko
001-76465,30431/03,CASE OF VAJAGIC v. CROATIA,Croatia,hr,"35, 13, 29, 41, 6, p1-1",2006,20/07/2006 00:00:00,Individual,True,1,0,13,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsN. Vajić|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|Mr S. Nielsen
001-158821,34085/09,CASE OF PALIUTIS v. LITHUANIA,Lithuania,lt,6,2015,24/11/2015 00:00:00,Individual,True,1,0,6,,False,András Sajó,8,András Sajó|Vincent A. De Gaetano|Boštjan M. Zupančič|Nona Tsotsoria|Krzysztof Wojtyczek|Egidijus Kūris|Iulia Antoanella Motoc|Françoise Elens-Passos
001-59470,33592/96,CASE OF BAUMANN v. FRANCE,France,fr,"35, p4-2, 6, 13, p1-1",2001,22/05/2001 00:00:00,Individual,True,1,0,6-1,,True,MrL. Loucaides,8,MrL. Loucaides|MrJ.-P. Costa|MrP. Kūris|MrsF. Tulkens|MrK. Jungwiert|Sir Nicolas Bratza|MrsH.S. Greve|andMrsS. Dollé
001-58179,20919/92,"CASE OF E.L., R.L. AND J.O.-L. v. SWITZERLAND",Switzerland,ch,"6, 41",1997,29/08/1997 00:00:00,Individual,True,1,0,6-2,,True,MrR. Bernhardt,1,MrR. Bernhardt
001-95583,30028/06,CASE OF PIOTR OSUCH v. POLAND,Poland,pl,5,2009,03/11/2009 00:00:00,Individual,True,1,0,5,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić|Lawrence Early
001-180315,39942/13,CASE OF CHORBOV v. BULGARIA,Bulgaria,bg,"13, p1-1",2018,25/01/2018 00:00:00,Individual,True,3,0,"p1-1, p1-1-1, 13",,False,Angelika Nußberger,8,Angelika Nußberger|Erik Møse|Nona Tsotsoria|Yonko Grozev|Síofra O’Leary|Mārtiņš Mits|Lәtif Hüseynov|Claudia Westerdiek
001-87832,11319/04,CASE OF KUKALO v. RUSSIA (NO. 2),Russian Federation,ru,"6, p1-1",2008,24/07/2008 00:00:00,Individual,True,2,0,"6, p1-1",,False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Khanlar Hajiyev|Dean Spielmann|Sverre Erik Jebens|George Nicolaou|Søren Nielsen
001-103709,40293/06,CASE OF CSANICS v. HUNGARY,Hungary,hu,6,2011,01/03/2011 00:00:00,Individual,True,1,0,6-1,,False,Ireneu Cabral Barreto,4,Ireneu Cabral Barreto|Dragoljub Popović|András Sajó|Françoise Elens-Passos
001-176927,46820/09,CASE OF KARATAŞ AND OTHERS v. TURKEY,Turkey,tr,2,2017,12/09/2017 00:00:00,Multiple Applicants,True,1,0,2,,False,Julia Laffranque,8,Julia Laffranque|Işıl Karakaş|Nebojša Vučinić|Valeriu Griţco|Jon Fridrik Kjølbro|Stéphanie Mourou-Vikström|Georges Ravarani|Hasan Bakırcı
001-92147,19856/04,CASE OF KOLESNICHENKO v. RUSSIA,Russian Federation,ru,8,2009,09/04/2009 00:00:00,Individual,True,1,0,8,,False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-115377,12323/11,CASE OF MICHAUD v. FRANCE,France,fr,"34, 35, 8",2012,06/12/2012 00:00:00,Individual,False,0,1,,8,True,Dean Spielmann,8,Dean Spielmann|Mark Villiger|Boštjan M. Zupančič|Ann Power-Forde|Angelika Nußberger|Helen Keller|André Potocki|Claudia Westerdiek
001-187248,5409/12,CASE OF GRBIĆ v. SERBIA,Serbia,rs,6,2018,23/10/2018 00:00:00,Individual,True,1,0,6,,False,Pere Pastor Vilanova,4,Pere Pastor Vilanova|Branko Lubarda|Georgios A. Serghides|Fatoş Aracı
001-180273,43104/04,CASE OF NEDILENKO AND OTHERS v. UKRAINE,Ukraine,ua,"13, 8, p1-1",2018,18/01/2018 00:00:00,Multiple Applicants,True,6,0,"8, p1-1, 8-1, 13, p1-1-2, 13",,False,André Potocki,4,André Potocki|Mārtiņš Mits|Lәtif Hüseynov|Anne-Marie Dougin
001-200728,80749/17,CASE OF BASTYS v. LITHUANIA,Lithuania,lt,"13, 8",2020,04/02/2020 00:00:00,Individual,False,0,2,,"8, 13",False,Robert Spano,8,Robert Spano|Marko Bošnjak|Valeriu Griţco|Egidijus Kūris|Arnfinn Bårdsen|Darian Pavli|Saadet Yüksel|Stanley Naismith
001-82909,21422/02,CASE OF KARI UOTI v. FINLAND,Finland,fi,6,2007,23/10/2007 00:00:00,Individual,False,0,2,,"6-3-d, 6",False,SirNicolas Bratza,8,SirNicolas Bratza|MrG. Bonello|MrK. Traja|MrL. Garlicki|MsL. Mijović|MrJ. Šikuta|MrsP. Hirvelä|Mr T.L. Early
001-103218,8532/06,CASE OF GEPPA v. RUSSIA,Russian Federation,ru,2,2011,03/02/2011 00:00:00,Individual,False,0,1,,2,False,Christos Rozakis,8,Christos Rozakis|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-104651,30024/02,CASE OF SUTYAGIN v. RUSSIA,Russian Federation,ru,"6, 5, 41",2011,03/05/2011 00:00:00,Individual,True,2,0,"5-3, 6-1",,True,,0,
001-154595,23257/04,CASE OF FĂLIE v. ROMANIA,Romania,ro,6,2015,19/05/2015 00:00:00,Individual,True,1,0,6,,False,Josep Casadevall,8,Josep Casadevall|Luis López Guerra|Ján Šikuta|Kristina Pardalos|Johannes Silvis|Iulia Antoanella Motoc|Branko Lubarda|Stephen Phillips
001-79751,4459/03,CASE OF SIDORENKO v. RUSSIA,Russian Federation,ru,"6, 13",2007,08/03/2007 00:00:00,Individual,True,2,0,"6-1, 13",,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsN. Vajić|MrA. Kovler|MrsE. Steiner|MrS.E. Jebens|Mr S. Nielsen
001-201741,35888/11,CASE OF VAGAPOV v. UKRAINE,Ukraine,ua,"3, 5",2020,19/03/2020 00:00:00,Individual,True,2,0,"3, 5",,False,Gabriele Kucsko-Stadlmayer,4,Gabriele Kucsko-Stadlmayer|Mārtiņš Mits|Anja Seibert-Fohr|Milan Blaško
001-168380,32883/08,CASE OF ŠILOVIĆ v. SERBIA,Serbia,rs,6,2016,08/11/2016 00:00:00,Individual,True,1,0,6,,False,Pere Pastor Vilanova,4,Pere Pastor Vilanova|Branko Lubarda|Georgios A. Serghides|Fatoş Aracı
001-106419,23272/07,CASE OF HRDALO v. CROATIA,Croatia,hr,"6, 35, 8, 41",2011,27/09/2011 00:00:00,Individual,True,1,0,6-1,,True,Anatoly Kovler,8,Anatoly Kovler|Nina Vajić|Peer Lorenzen|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Linos-Alexandre Sicilianos|Søren Nielsen
001-93951,28604/03,CASE OF LORENC v. POLAND,Poland,pl,6,2009,15/09/2009 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|David Thór Björgvinsson|Ledi Bianku|Mihai Poalelungi|Fatoş Aracı
001-76723,1535/03,CASE OF GRISHA v. UKRAINE,Ukraine,ua,"6, p1-1, 29, 41",2006,10/08/2006 00:00:00,Individual,True,1,0,6-1,,True,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrK. Jungwiert|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrJ. Borrego Borrego|Mrs C. Westerdiek
001-88381,34027/03,CASE OF DUR v. TURKEY,Turkey,tr,3,2008,18/09/2008 00:00:00,Individual,True,1,0,3,,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|András Sajó|Nona Tsotsoria|Işıl Karakaş|Sally Dollé
001-110950,39820/08;14942/09,CASE OF SHUVALOV v. ESTONIA,Estonia,ee,6,2012,29/05/2012 00:00:00,Individual,False,0,1,,6,False,Nina Vajić,8,Nina Vajić|Peer Lorenzen|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Linos-Alexandre Sicilianos|Erik Møse|Oliver Kask|André Wampach
001-192466,48474/14,CASE OF LINGURAR v. ROMANIA,Romania,ro,"3, 14",2019,16/04/2019 00:00:00,Individual,True,3,0,"3, 3, 14",,False,Paulo Pinto de Albuquerque,4,Paulo Pinto de Albuquerque|Egidijus Kūris|Iulia Antoanella Motoc|Andrea Tamietti
001-57807,13089/87,CASE OF DOBBERTIN v. FRANCE,France,fr,"6, 41",1993,25/02/1993 00:00:00,Individual,True,1,0,6-1,,True,Mr F. Gölcüklü,1,Mr F. Gölcüklü
001-86008,39519/05,CASE OF ZBOROWSKI v. POLAND (N° 3),Poland,pl,8,2008,22/04/2008 00:00:00,Individual,True,1,0,8,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Päivi Hirvelä|Ledi Bianku|Lawrence Early
001-164957,50506/09,CASE OF TOMOV AND NIKOLOVA v. BULGARIA,Bulgaria,bg,p1-1,2016,21/07/2016 00:00:00,Individual,True,1,0,p1-1,,False,Angelika Nußberger,8,Angelika Nußberger|Ganna Yudkivska|Khanlar Hajiyev|André Potocki|Faris Vehabović|Carlo Ranzoni|Pavlina Panova|Claudia Westerdiek
001-177213,10932/06,CASE OF MEDVEDEV v. RUSSIA,Russian Federation,ru,5,2017,03/10/2017 00:00:00,Individual,True,1,0,5,,False,Helen Keller,4,Helen Keller|Pere Pastor Vilanova|Alena Poláčková|Fatoş Aracı
001-90167,4799/03,CASE OF ELORANTA v. FINLAND,Finland,fi,6,2008,09/12/2008 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Giovanni Bonello|David Thór Björgvinsson|Ján Šikuta|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić|Lawrence Early
001-60845,33376/96,CASE OF FOLLIERO v. ITALY,Italy,it,"6, p1-1, 41",2002,19/12/2002 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrsF. Tulkens|MrG. Bonello|MrP. Lorenzen|MrsN. Vajić|MrsS. Botoucharova|MrG. Raimondi|Mr S. Nielsen
001-188269,11395/08,CASE OF EREN AND OTHERS v. TURKEY,Turkey,tr,5,2018,11/12/2018 00:00:00,Multiple Applicants,True,1,0,5,,False,Julia Laffranque,4,Julia Laffranque|Valeriu Griţco|Stéphanie Mourou-Vikström|Hasan Bakırcı
001-142413,16477/13,CASE OF NAGY v. HUNGARY,Hungary,hu,6,2014,22/04/2014 00:00:00,Individual,True,1,0,6,,False,Helen Keller,4,Helen Keller|András Sajó|Egidijus Kūris|Stanley Naismith
001-178182,44360/15,CASE OF BRENNAN v. IRELAND,Ireland,ie,6,2017,02/11/2017 00:00:00,Individual,False,0,1,,6,False,Nona Tsotsoria,3,Nona Tsotsoria|Síofra O’Leary|Lәtif Hüseynov
001-92159,51071/06,CASE OF RUSNAKOVA v. SLOVAKIA,Slovakia,sk,6,2009,14/04/2009 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Giovanni Bonello|David Thór Björgvinsson|Ján Šikuta|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić|Lawrence Early
001-86552,311/03,CASE OF SOLOMATINA v. UKRAINE,Ukraine,ua,"6, 13",2008,29/05/2008 00:00:00,Individual,True,2,0,"6, 13",,False,Peer Lorenzen,8,Peer Lorenzen|Rait Maruste|Volodymyr Butkevych|Mark Villiger|Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Zdravka Kalaydjieva|Claudia Westerdiek
001-198463,12576/12,CASE OF TSIGARAS v. GREECE,Greece,gr,"6, 13, p1-1",2019,14/11/2019 00:00:00,Individual,True,4,0,"p1-1, 6, 6-1, 13",,False,Krzysztof Wojtyczek,4,Krzysztof Wojtyczek|Armen Harutyunyan|Pauliine Koskelo|Renata Degener
001-141939,8982/10,CASE OF WARE v. HUNGARY,Hungary,hu,6,2014,25/03/2014 00:00:00,Individual,True,1,0,6,,False,Helen Keller,4,Helen Keller|András Sajó|Egidijus Kūris|Stanley Naismith
001-175643,70692/13,CASE OF AUSTIN AND BUDIARTINI v. PORTUGAL,Portugal,pt,6,2017,25/07/2017 00:00:00,Individual,True,1,0,6,,False,Egidijus Kūris,3,Egidijus Kūris|Paulo Pinto de Albuquerque|Iulia Motoc
001-110947,2366/07,CASE OF SUSLOV v. RUSSIA,Russian Federation,ru,5,2012,29/05/2012 00:00:00,Individual,True,1,1,5,5,False,Nina Vajić,8,Nina Vajić|Anatoly Kovler|Peer Lorenzen|Elisabeth Steiner|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|André Wampach
001-200816,53205/13;63320/13,CASE OF TRAJKOVSKI AND CHIPOVSKI v. NORTH MACEDONIA,North Macedonia,mk,"41, 8",2020,13/02/2020 00:00:00,Individual,True,1,0,8,,True,Ksenija Turković,8,Ksenija Turković|Aleš Pejchal|Armen Harutyunyan|Pauliine Koskelo|Tim Eicke|Jovan Ilievski|Raffaele Sabato|Abel Campos
001-183569,44204/05;31448/08;42289/08,CASE OF NAUMKIN AND OTHERS v. RUSSIA,Russian Federation,ru,6,2018,14/06/2018 00:00:00,Multiple Applicants,True,1,0,6,,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Jolien Schukking|Liv Tigerstedt Acting Deputy Section Registrar
001-67466,42317/98,CASE OF HOOPER v. THE UNITED KINGDOM,United Kingdom,gb,"6, 34, 41",2004,16/11/2004 00:00:00,Individual,True,2,0,"6-1, 6-3-c",,True,MrM. Pellonpää,8,MrM. Pellonpää|SirNicolas Bratza|MrsV. Strážnická|MrJ. Casadevall|MrS. Pavlovschi|MrJ. Borrego Borrego|MrsE. Fura-Sandström|Mr M. O'Boyle
001-58102,25052/94,CASE OF ANDRONICOU AND CONSTANTINOU v. CYPRUS,Cyprus,cy,"35, 2, 26, 27, 6",1997,09/10/1997 00:00:00,Individual,False,0,2,,"2, 6-1",True,MrR. Ryssdal,1,MrR. Ryssdal
001-102918,21980/06;26944/07;36948/08,CASE OF KUHLEN-RAFSANDJANI v. GERMANY,Germany,de,"6, 13",2011,20/01/2011 00:00:00,Individual,True,2,0,"6-1, 13",,False,Peer Lorenzen,8,Peer Lorenzen|Renate Jaeger|Rait Maruste|Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Zdravka Kalaydjieva|Ganna Yudkivska|Claudia Westerdiek
001-174970,50487/14;7250/16;7403/16;14645/16;21221/16;21351/16;22078/16;24581/16,CASE OF KUDRYAVTSEV AND OTHERS v. RUSSIA,Russian Federation,ru,"13, 3",2017,06/07/2017 00:00:00,Multiple Applicants,True,3,0,"3, 3, 13",,False,Luis López Guerra,4,Luis López Guerra|Dmitry Dedov|Jolien Schukking|Liv Tigerstedt
001-79653,38015/03,CASE OF SALAMATINA v. RUSSIA,Russian Federation,ru,6,2007,01/03/2007 00:00:00,Individual,True,1,0,6-1,,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsN. Vajić|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|Mr S. Nielsen
001-161531,32863/13,CASE OF LITVINOV v. RUSSIA,Russian Federation,ru,"13, 3",2016,22/03/2016 00:00:00,Individual,True,1,1,13,3,False,Luis López Guerra,7,Luis López Guerra|George Nicolaou|Helen Keller|Johannes Silvis|Dmitry Dedov|Branko Lubarda|Stephen Phillips
001-106778,35350/05,CASE OF BALENKO v. RUSSIA,Russian Federation,ru,3,2011,11/10/2011 00:00:00,Individual,False,0,1,,3,False,Nina Vajić,8,Nina Vajić|Anatoly Kovler|Peer Lorenzen|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Erik Møse|Søren Nielsen
001-206158,65546/13,CASE OF GORZKOWSKI v. POLAND,Poland,pl,6,2020,19/11/2020 00:00:00,Individual,True,1,0,6,,False,Pere Pastor Vilanova,4,Pere Pastor Vilanova|Jovan Ilievski|Raffaele Sabato|Renata Degener
001-177387,34327/06;45165/06,CASE OF GENÇ AND DEMIRGAN v. TURKEY,Turkey,tr,"6, 8",2017,10/10/2017 00:00:00,Individual,True,2,0,"6, 8",,False,Julia Laffranque,4,Julia Laffranque|Jon Fridrik Kjølbro|Stéphanie Mourou-Vikström|Hasan Bakırcı
001-184818,66551/14;27195/15;30264/15;34061/15;35104/15;37381/15;41508/15;42998/15;45945/15;50403/15;58498/15;62851/15,CASE OF DUMITRESCU AND OTHERS v. ROMANIA,Romania,ro,3,2018,26/07/2018 00:00:00,Multiple Applicants,True,1,0,3,,False,Vincent A. De Gaetano,4,Vincent A. De Gaetano|Georges Ravarani|Marko Bošnjak|Liv Tigerstedt Acting Deputy Section Registrar
001-57817,14379/88,CASE OF W. v. SWITZERLAND,Switzerland,ch,5,1993,26/01/1993 00:00:00,Individual,False,0,1,,5-3,False,Mr R. Ryssdal,1,Mr R. Ryssdal
001-142401,34254/10,CASE OF SZABÓ v. HUNGARY,Hungary,hu,6,2014,22/04/2014 00:00:00,Individual,True,1,0,6,,False,Helen Keller,4,Helen Keller|András Sajó|Egidijus Kūris|Stanley Naismith
001-167798,36040/07,CASE OF IVANNIKOV v. RUSSIA,Russian Federation,ru,6,2016,25/10/2016 00:00:00,Individual,False,0,1,,6-3-d,False,Helen Keller,4,Helen Keller|Pere Pastor Vilanova|Alena Poláčková|Fatoş Aracı
001-165951,64418/10,CASE OF MIHHAILOV v. ESTONIA,Estonia,ee,3,2016,30/08/2016 00:00:00,Individual,True,1,0,3,,False,Işıl Karakaş,8,Işıl Karakaş|Julia Laffranque|Paul Lemmens|Valeriu Griţco|Ksenija Turković|Jon Fridrik Kjølbro|Georges Ravarani|Stanley Naismith
001-81202,27341/02,CASE OF VEYİSOĞLU v. TURKEY,Turkey,tr,6,2007,26/06/2007 00:00:00,Individual,True,1,0,6-1,,False,MrsF. Tulkens,8,MrsF. Tulkens|MrA.B. Baka|MrR. Türmen|MrM. Ugrekhelidze|MrV. Zagrebelsky|MrsD. Jočienė|MrD. Popović|Mrs F. Elens-Passos
001-177868,6813/09,CASE OF FATIH TAŞ v. TURKEY (No. 2),Turkey,tr,10,2017,10/10/2017 00:00:00,Individual,True,1,0,10,,False,Robert Spano,8,Robert Spano|Julia Laffranque|Ledi Bianku|Işıl Karakaş|Paul Lemmens|Valeriu Griţco|Jon Fridrik Kjølbro|Hasan Bakırcı
001-90634,33928/05,CASE OF KLUG v. AUSTRIA,Austria,at,6,2009,15/01/2009 00:00:00,Individual,True,1,0,6,,False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|George Nicolaou|Søren Nielsen
001-117682,10195/08,CASE OF KOROBOV AND OTHERS v. ESTONIA,Estonia,ee,"3, 35, 41",2013,28/03/2013 00:00:00,Multiple Applicants,True,1,1,3,3,True,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Julia Laffranque|Linos-Alexandre Sicilianos|Erik Møse|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-61272,16219/90,CASE OF DEMADES v. TURKEY,Turkey,tr,"35, 34, 13, p1-1, 1, 8, 36",2003,31/07/2003 00:00:00,Individual,True,1,0,8,,True,MrG. Ress,8,MrG. Ress|MrI. Cabral Barreto|MrL. Caflisch|MrB. Zupančič|MrsH.S. Greve|MrK. Traja|MrF. Gölcüklü|Mr V. Berger
001-93616,8453/04,CASE OF BAYER v. GERMANY,Germany,de,6,2009,16/07/2009 00:00:00,Individual,True,1,0,6,,False,Peer Lorenzen,8,Peer Lorenzen|Rait Maruste|Karel Jungwiert|Renate Jaeger|Mark Villiger|Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Claudia Westerdiek
001-194444,37748/13,CASE OF R.V. AND OTHERS v. ITALY,Italy,it,8,2019,18/07/2019 00:00:00,Multiple Applicants,True,1,0,8,,False,Ksenija Turković,8,Ksenija Turković|Krzysztof Wojtyczek|Aleš Pejchal|Pauliine Koskelo|Tim Eicke|Jovan Ilievski|Raffaele Sabato|Abel Campos
001-91976,26170/03,CASE OF BARIŞ v. TURKEY,Turkey,tr,"6, 5",2009,31/03/2009 00:00:00,Individual,True,2,0,"5, 6",,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|András Sajó|Nona Tsotsoria|Işıl Karakaş|Françoise Elens-Passos
001-89913,13566/02,CASE OF ASKHAROVA v. RUSSIA,Russian Federation,ru,"2, 13, 3, 5",2008,04/12/2008 00:00:00,Individual,True,6,0,"2, 3, 2, 13, 3, 13",,False,,0,
001-78427,13378/05,CASE OF BURDEN AND BURDEN v. THE UNITED KINGDOM,United Kingdom,gb,"35, 34, 29, 41, p1-1, 14",2006,12/12/2006 00:00:00,Individual,False,0,2,,"p1-1, 14",False,MrJ. Casadevall,8,MrJ. Casadevall|SirNicolas Bratza|MrG. Bonello|MrK. Traja|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|Mr T.L. Early
001-127395,66456/09,CASE OF RISTAMÄKI AND KORVOLA v. FINLAND,Finland,fi,10,2013,29/10/2013 00:00:00,Individual,True,1,0,10,,False,Ineta Ziemele,8,Ineta Ziemele|David Thór Björgvinsson|Päivi Hirvelä|George Nicolaou|Ledi Bianku|Vincent A. De Gaetano|Faris Vehabović|Françoise Elens-Passos
001-59199,20764/92,CASE OF ERTAK v. TURKEY,Turkey,tr,"2, 34, 35, 41",2000,09/05/2000 00:00:00,Individual,True,1,0,2,,True,MrsE. Palm,8,MrsE. Palm|MrJ. Casadevall|MrL. Ferrari Bravo|MrB. Zupančič|MrsW. Thomassen|MrT. Panţîru|MrF. Gölcüklü|Mr M. O'Boyle
001-176970,8844/12,CASE OF STOLLENWERK v. GERMANY,Germany,de,"5, 41",2017,07/09/2017 00:00:00,Individual,True,1,0,5,,True,Erik Møse,8,Erik Møse|Angelika Nußberger|Nona Tsotsoria|Yonko Grozev|Carlo Ranzoni|Mārtiņš Mits|Lәtif Hüseynov|Milan Blaško
