itemid,appno,docname,country_name,country_code,articles,year,judgement_date,applicant_type,has_violation,violation_count,no_violation_count,violated_articles,no_violation_articles,has_mixed_decision,judge_president,judge_count,judge_names_list
001-109082,9296/06,CASE OF SHUMKOVA v. RUSSIA,Russian Federation,ru,"35, 2, 41",2012,14/02/2012 00:00:00,Individual,True,1,0,2,,True,Nina Vajić,8,Nina Vajić|Anatoly Kovler|Peer Lorenzen|Elisabeth Steiner|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Søren Nielsen
001-82055,2745/03,CASE OF RIZHAMADZE v. GEORGIA,Georgia,ge,6,2007,31/07/2007 00:00:00,Individual,True,1,0,6-1,,False,MrsF. Tulkens,8,MrsF. Tulkens|MrA.B. Baka|MrI. Cabral Barreto|MrR. Türmen|MrM. Ugrekhelidze|MrV. Zagrebelsky|MrD. Popović|Mrs F. Elens-Passos
001-186381,48717/08,CASE OF KAREMANI v. ALBANIA,Albania,al,6,2018,25/09/2018 00:00:00,Individual,True,1,0,6,,False,Jon Fridrik Kjølbro,4,Jon Fridrik Kjølbro|Ledi Bianku|Ivana Jelić|Hasan Bakırcı
001-170031,48917/15,CASE OF I.U. v. RUSSIA,Russian Federation,ru,3,2017,10/01/2017 00:00:00,Individual,True,1,0,3,,False,Helena Jäderblom,4,Helena Jäderblom|Dmitry Dedov|Branko Lubarda|Fatoş Aracı
001-155199,10705/12,CASE OF USHAKOV AND USHAKOVA v. UKRAINE,Ukraine,ua,"3, 6",2015,18/06/2015 00:00:00,Individual,True,2,0,"3, 6-3-c",,False,Mark Villiger,8,Mark Villiger|Boštjan M. Zupančič|Ganna Yudkivska|Vincent A. De Gaetano|André Potocki|Helena Jäderblom|Aleš Pejchal|Claudia Westerdiek
001-171481,39399/08;39554/08;45510/09;21744/10;23272/16,CASE OF KOTOV AND OTHERS v. RUSSIA,Russian Federation,ru,5,2017,16/02/2017 00:00:00,Multiple Applicants,True,1,0,5,,False,Helena Jäderblom,4,Helena Jäderblom|Dmitry Dedov|Branko Lubarda|Karen Reid
001-96671,2376/03,CASE OF TSONYO TSONEV v. BULGARIA (No. 2),Bulgaria,bg,"6, p7-4, 41",2010,14/01/2010 00:00:00,Individual,True,2,2,"6-3-c, p7-4","6-3-b, 6-3-c",True,Peer Lorenzen,8,Peer Lorenzen|Renate Jaeger|Karel Jungwiert|Rait Maruste|Mark Villiger|Mirjana Lazarova Trajkovska|Zdravka Kalaydjieva|Claudia Westerdiek
001-173797,1203/05,"CASE OF SOYMA v. THE REPUBLIC OF MOLDOVA, RUSSIA AND UKRAINE","Moldova, Republic of",md,"5, 1",2017,30/05/2017 00:00:00,Individual,True,1,1,5,5,False,Işıl Karakaş,8,Işıl Karakaş|Julia Laffranque|Paul Lemmens|Valeriu Griţco|Ksenija Turković|Dmitry Dedov|Jon Fridrik Kjølbro|Stanley Naismith
001-82301,9244/02,CASE OF TANDOĞAN v. TURKEY,Turkey,tr,"6, 5",2007,20/09/2007 00:00:00,Individual,True,3,0,"5-1, 5-3, 6-1",,False,MrB.M. Zupančič,8,MrB.M. Zupančič|MrC. Bîrsan|MrR. Türmen|MrsE. Fura-Sandström|MrsA. Gyulumyan|MrE. Myjer|MrDavid Thór Björgvinsson|Mr S. Quesada
001-96118,17985/04,CASE OF DUDNYK v. UKRAINE,Ukraine,ua,2,2009,10/12/2009 00:00:00,Individual,True,1,0,2,,False,Peer Lorenzen,8,Peer Lorenzen|Renate Jaeger|Karel Jungwiert|Rait Maruste|Mark Villiger|Mirjana Lazarova Trajkovska|Mykhaylo Buromenskiy|Claudia Westerdiek
001-176969,40562/12,CASE OF EZGETA v. CROATIA,Croatia,hr,6,2017,07/09/2017 00:00:00,Individual,True,1,0,6,,False,Linos-Alexandre Sicilianos,8,Linos-Alexandre Sicilianos|Kristina Pardalos|Krzysztof Wojtyczek|Ksenija Turković|Armen Harutyunyan|Pauliine Koskelo|Jovan Ilievski|Abel Campos
001-92667,3932/02,CASE OF BATSANINA v. RUSSIA,Russian Federation,ru,"6, 41",2009,26/05/2009 00:00:00,Individual,True,1,1,6-1,6-1,True,Josep Casadevall,8,Josep Casadevall|Elisabet Fura-Sandström|Boštjan M. Zupančič|Anatoly Kovler|Alvina Gyulumyan|Egbert Myjer|Luis López Guerra|Santiago Quesada
001-141916,25714/05,CASE OF STOYANOV-KOBULADZE v. BULGARIA,Bulgaria,bg,6,2014,25/03/2014 00:00:00,Individual,True,1,0,6,,False,Ineta Ziemele,8,Ineta Ziemele|Päivi Hirvelä|George Nicolaou|Nona Tsotsoria|Zdravka Kalaydjieva|Krzysztof Wojtyczek|Faris Vehabović|Fatoş Aracı
001-80093,38292/02,CASE OF PETROVIC v. CROATIA,Croatia,hr,6,2007,12/04/2007 00:00:00,Individual,True,1,0,6-1,,False,MrL. Loucaides,7,MrL. Loucaides|MrsN. Vajić|MrA. Kovler|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|MrG. Malinverni
001-98391,1509/05,CASE OF KOSTOV AND YANKOV v. BULGARIA,Bulgaria,bg,"6, 13",2010,22/04/2010 00:00:00,Individual,True,2,0,"6-1, 13",,False,Peer Lorenzen,8,Peer Lorenzen|Renate Jaeger|Karel Jungwiert|Rait Maruste|Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Zdravka Kalaydjieva|Claudia Westerdiek
001-170360,4772/06,CASE OF KOMAROV v. UKRAINE,Ukraine,ua,"6, 3",2017,19/01/2017 00:00:00,Individual,True,1,2,3,"3, 6-1",False,André Potocki,4,André Potocki|Ganna Yudkivska|Síofra O’Leary|Anne-Marie Dougin
001-93166,1926/03,CASE OF STOJNŠEK v. SLOVENIA,Slovenia,si,"3, 35",2009,23/06/2009 00:00:00,Individual,False,0,1,,3,False,Josep Casadevall,8,Josep Casadevall|Elisabet Fura-Sandström|Boštjan M. Zupančič|Alvina Gyulumyan|Egbert Myjer|Ineta Ziemele|Luis López Guerra|Stanley Naismith
001-189951,18282/18,CASE OF KOSTYUKOV v. UKRAINE,Ukraine,ua,"6, 13",2019,21/02/2019 00:00:00,Individual,True,3,0,"6, 6-1, 13",,False,Síofra O’Leary,4,Síofra O’Leary|Mārtiņš Mits|Lado Chanturia|Liv Tigerstedt
001-72932,64705/01,CASE OF GIUSEPPE MOSTACCIUOLO v. ITALY (No. 1),Italy,it,"35, 6, 34, 41",2006,29/03/2006 00:00:00,Individual,True,1,0,6,,True,MrL. Wildhaber,18,MrL. Wildhaber|MrC.L. Rozakis|MrJ.-P. Costa|SirNicolas Bratza|MrB.M. Zupančič|MrL. Caflisch|MrC. Bîrsan|MrK. Jungwiert|MrM. Pellonpää|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrS. Pavlovschi|MrL. Garlicki|MrsA. Gyulumyan|MrE. Myjer|MrS.E. Jebens|MrL. Ferrari Bravo|Mr T.L. Early
001-95847,45407/05,CASE OF HORVATH AND OTHERS v. HUNGARY,Hungary,hu,6,2009,24/11/2009 00:00:00,Multiple Applicants,True,1,0,6,,False,Françoise Tulkens,8,Françoise Tulkens|Vladimiro Zagrebelsky|Danutė Jočienė|Dragoljub Popović|András Sajó|Nona Tsotsoria|Kristina Pardalos|Sally Dollé
001-188378,3450/09,CASE OF SOROKIN v. UKRAINE,Ukraine,ua,6,2018,18/12/2018 00:00:00,Individual,True,1,0,6,,False,Faris Vehabović,4,Faris Vehabović|Carlo Ranzoni|Péter Paczolay|Andrea Tamietti
001-192461,41214/08;49440/08,CASE OF EDITORIAL BOARD OF GRIVNA NEWSPAPER v. UKRAINE,Ukraine,ua,"6, 10",2019,16/04/2019 00:00:00,Individual,True,2,1,"6, 10",10,False,Jon Fridrik Kjølbro,8,Jon Fridrik Kjølbro|Faris Vehabović|Egidijus Kūris|Carlo Ranzoni|Marko Bošnjak|Péter Paczolay|Sergiy Goncharenko|Marialena Tsirli
001-108213,25851/06,CASE OF LYUBART-SANGUSHKO v. UKRAINE,Ukraine,ua,6,2011,20/12/2011 00:00:00,Individual,True,1,0,6-1,,False,Mark Villiger,4,Mark Villiger|Elisabet Fura|Ganna Yudkivska|Stephen Phillips
001-205225,24313/10,CASE OF ARTASHES ANTONYAN v. ARMENIA,Armenia,am,p1-1,2020,22/10/2020 00:00:00,Individual,True,1,0,p1-1,,False,Ksenija Turković,8,Ksenija Turković|Linos-Alexandre Sicilianos|Aleš Pejchal|Armen Harutyunyan|Pere Pastor Vilanova|Tim Eicke|Jovan Ilievski|Abel Campos
001-127614,37871/08,CASE OF ERTUŞ v. TURKEY,Turkey,tr,3,2013,05/11/2013 00:00:00,Individual,True,1,1,3,3,False,Guido Raimondi,8,Guido Raimondi|Danutė Jočienė|Dragoljub Popović|András Sajó|Işıl Karakaş|Paulo Pinto de Albuquerque|Helen Keller|Stanley Naismith
001-79400,77833/01,CASE OF MIERKIEWICZ v. POLAND,Poland,pl,6,2007,13/02/2007 00:00:00,Individual,True,1,0,6-1,,False,SirNicolas Bratza,8,SirNicolas Bratza|MrG. Bonello|MrK. Traja|MrL. Garlicki|MsL. Mijović|MrJ. Šikuta|MrsP. Hirvelä|Mr T.L. Early
001-97299,22487/05,CASE OF ATEŞSÖNMEZ v. TURKEY,Turkey,tr,6,2010,16/02/2010 00:00:00,Individual,True,1,0,6-1,,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|András Sajó|Nona Tsotsoria|Işıl Karakaş|Françoise Elens-Passos
001-109124,18608/05,"CASE OF FPK GROSS, OOO v. UKRAINE",Ukraine,ua,6,2012,16/02/2012 00:00:00,Individual,True,1,0,6,,False,Mark Villiger,4,Mark Villiger|Ganna Yudkivska|André Potocki|Stephen Phillips
001-102336,18541/04,CASE OF KUZMENKO v. RUSSIA,Russian Federation,ru,"3, 41",2010,21/12/2010 00:00:00,Individual,True,1,1,3,3,True,Christos Rozakis,8,Christos Rozakis|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-100095,16073/07,CASE OF ZOLTANNE KALMAR v. HUNGARY,Hungary,hu,6,2010,27/07/2010 00:00:00,Individual,True,1,0,6-1,,False,Dragoljub Popović,4,Dragoljub Popović|András Sajó|Kristina Pardalos|Françoise Elens-Passos
001-201861,35585/08,CASE OF SULEYMANOV AND OTHERS v. RUSSIA,Russian Federation,ru,"2, 3",2020,24/03/2020 00:00:00,Multiple Applicants,True,1,1,2,3,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Gilberto Felici|Olga Chernishova
001-189960,35432/07,CASE OF MAMMADOV AND OTHERS v. AZERBAIJAN,Azerbaijan,az,"2, 3, 5",2019,21/02/2019 00:00:00,Multiple Applicants,True,3,0,"5, 3, 2",,False,Angelika Nußberger,8,Angelika Nußberger|Yonko Grozev|André Potocki|Mārtiņš Mits|Gabriele Kucsko-Stadlmayer|Lәtif Hüseynov|Lado Chanturia|Claudia Westerdiek
001-69236,66460/01,CASE OF NOVOSELOV v. RUSSIA,Russian Federation,ru,"3, 41",2005,02/06/2005 00:00:00,Individual,True,1,0,3,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrsS. Botoucharova|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens| and Mr S. Nielsen
001-91319,27248/03,CASE OF MESHAYEVA AND OTHERS v. RUSSIA,Russian Federation,ru,"2, 13, 3, 5",2009,12/02/2009 00:00:00,Multiple Applicants,True,5,1,"3, 2, 2, 13, 5",3,False,,0,
001-114520,43932/08,CASE OF JOANNA SZULC v. POLAND,Poland,pl,"35, 41, 8",2012,13/11/2012 00:00:00,Individual,True,1,0,8,,True,Päivi Hirvelä,8,Päivi Hirvelä|Lech Garlicki|George Nicolaou|Ledi Bianku|Zdravka Kalaydjieva|Nebojša Vučinić|Vincent A. De Gaetano|Lawrence Early
001-104851,37193/08,CASE OF MALIKA ALIKHADZHIYEVA v. RUSSIA,Russian Federation,ru,"2, 13, 3, 5",2011,24/05/2011 00:00:00,Individual,True,4,0,"2, 3, 5, 13",,False,,0,
001-146770,16639/11,CASE OF ĎURĎOVIČ AND TRANČÍKOVÁ v. SLOVAKIA,Slovakia,sk,6,2014,07/10/2014 00:00:00,Individual,True,1,0,6,,False,Josep Casadevall,8,Josep Casadevall|Alvina Gyulumyan|Ján Šikuta|Dragoljub Popović|Luis López Guerra|Johannes Silvis|Valeriu Griţco|Marialena Tsirli
001-122698,45947/06,CASE OF KOBERNIK v. UKRAINE,Ukraine,ua,"3, 6, 5",2013,25/07/2013 00:00:00,Individual,True,3,0,"3, 5, 6",,False,Mark Villiger,8,Mark Villiger|Ann Power-Forde|Ganna Yudkivska|André Potocki|Paul Lemmens|Helena Jäderblom|Aleš Pejchal|Claudia Westerdiek
001-167119,47351/06,CASE OF TYMCHENKO v. UKRAINE,Ukraine,ua,"6, 3, 34",2016,13/10/2016 00:00:00,Individual,True,2,1,"3, 6",34,False,Khanlar Hajiyev,4,Khanlar Hajiyev|Faris Vehabović|Carlo Ranzoni|Milan Blaško
001-196377,7834/12;43801/13;19327/14;63535/16,CASE OF LOPAC AND OTHERS v. CROATIA,Croatia,hr,"p1-1, 7",2019,10/10/2019 00:00:00,Multiple Applicants,True,2,0,"p1-1, 7",,False,Krzysztof Wojtyczek,4,Krzysztof Wojtyczek|Pere Pastor Vilanova|Pauliine Koskelo|Renata Degener
001-81439,14382/04,CASE OF TONDERYS v. POLAND,Poland,pl,5,2007,10/07/2007 00:00:00,Individual,True,1,0,5-3,,False,SirNicolas Bratza,8,SirNicolas Bratza|MrG. Bonello|MrK. Traja|MrL. Garlicki|MsL. Mijović|MrJ. Šikuta|MrsP. Hirvelä|Mr T.L. Early
001-73023,17899/02;9719/02,CASE OF LISYANSKIY v. UKRAINE,Ukraine,ua,"6, 35, 29, 41",2006,04/04/2006 00:00:00,Individual,True,1,0,6-1,,True,MrJ.-P. Costa,8,MrJ.-P. Costa|MrI. Cabral Barreto|MrV. Butkevych|MrsA. Mularoni|MrsE. Fura-Sandström|MsD. Jočienė|MrD. Popović|Mrs S. Dollé
001-194187,62903/15,CASE OF KURT v. AUSTRIA,Austria,at,2,2019,04/07/2019 00:00:00,Individual,False,0,1,,2,False,Angelika Nußberger,8,Angelika Nußberger|Yonko Grozev|André Potocki|Mārtiņš Mits|Gabriele Kucsko-Stadlmayer|Lәtif Hüseynov|Lado Chanturia|Claudia Westerdiek
001-102266,34848/07,CASE OF O'DONOGHUE AND OTHERS v. THE UNITED KINGDOM,United Kingdom,gb,"41, 12, 9, 14",2010,14/12/2010 00:00:00,Multiple Applicants,True,5,0,"12, 12, 14, 9, 14",,True,Lech Garlicki,8,Lech Garlicki|Nicolas Bratza|Ljiljana Mijović|David Thór Björgvinsson|Ján Šikuta|Päivi Hirvelä|Mihai Poalelungi|Lawrence Early
001-106169,24652/04,CASE OF PASKAL v. UKRAINE,Ukraine,ua,"6, 5",2011,15/09/2011 00:00:00,Individual,True,3,0,"5-1, 5-3, 6-1",,True,Dean Spielmann,8,Dean Spielmann|Karel Jungwiert|Boštjan M. Zupančič|Mark Villiger|Isabelle Berro-Lefèvre|Ann Power|Mykhaylo Buromenskiy|Claudia Westerdiek
001-200440,57724/11,CASE OF BABAYEVA v. AZERBAIJAN,Azerbaijan,az,8,2020,30/01/2020 00:00:00,Individual,True,1,0,8,,False,Angelika Nußberger,8,Angelika Nußberger|Gabriele Kucsko-Stadlmayer|André Potocki|Yonko Grozev|Mārtiņš Mits|Lәtif Hüseynov|Lado Chanturia|Claudia Westerdiek
001-57944,14570/89,CASE OF PROCOLA v. LUXEMBOURG,Luxembourg,lu,"6, 41",1995,28/09/1995 00:00:00,Individual,True,1,0,6-1,,True,Mr R. Ryssdal,1,Mr R. Ryssdal
001-167555,2337/04;25482/04;26485/04;28121/04;32099/06;40757/06;47515/06;30883/07;23243/08;45244/08;35783/09;37240/09;61891/09;65865/09;10460/10;48595/10;74375/10;6692/12;9633/12;56627/12;29229/13;41128/13;76265/13,CASE OF TEICĂ AND OTHERS v. ROMANIA,Romania,ro,6,2016,20/10/2016 00:00:00,Multiple Applicants,True,1,0,6,,False,Vincent A. De Gaetano,4,Vincent A. De Gaetano|Egidijus Kūris|Gabriele Kucsko-Stadlmayer|Hasan Bakırcı
001-102656,11051/06,CASE OF KOSICKY AND OTHERS  v. SLOVAKIA,Slovakia,sk,6,2011,11/01/2011 00:00:00,Multiple Applicants,True,1,0,6-1,,False,Lech Garlicki,4,Lech Garlicki|Ján Šikuta|Vincent A. de Gaetano|Fatoş Aracı
001-61490,52071/99,CASE OF LEONARDI v. ITALY,Italy,it,"6, 41, p1-1",2003,04/12/2003 00:00:00,Individual,True,1,0,6-1,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrP. Lorenzen|MrG. Bonello|MrsF. Tulkens|MrA. Kovler|MrV. Zagrebelsky|MrK. Hajiyev|Mr S. Nielsen
001-79036,2065/03,CASE OF WARSICKA v. POLAND,Poland,pl,6,2007,16/01/2007 00:00:00,Individual,False,0,1,,6,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrM. Pellonpää|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|MrJ. Šikuta|Mr T.L. Early
001-58496,28901/95,CASE OF ROWE AND DAVIS v. THE UNITED KINGDOM,United Kingdom,gb,"6, 41",2000,16/02/2000 00:00:00,Individual,True,1,0,6-1,,True,MrL. Wildhaber,17,MrL. Wildhaber|MrsE. Palm|MrL. Ferrari Bravo|MrL. Caflisch|MrJ.-P. Costa|MrW. Fuhrmann|MrK. Jungwiert|MrM. Fischbach|MrB. Zupančič|MrsN. Vajić|MrJ. Hedigan|MrsW. Thomassen|MrsM. Tsatsa-Nikolovska|MrT. Panţîru|MrE. Levits|MrK. Traja|SirJohn Laws
001-83046,22625/02,CASE OF MIRONOV v. RUSSIA,Russian Federation,ru,3,2007,08/11/2007 00:00:00,Individual,True,1,1,3,3,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsN. Vajić|MrA. Kovler|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-96210,11867/08;11868/08;28969/08;28971/08;28979/08;37484/08,CASE OF RAMUS v. UKRAINE,Ukraine,ua,"6, p1-1",2009,10/12/2009 00:00:00,Individual,True,2,0,"6, p1-1",,False,,0,
001-140922,46218/09,CASE OF TURUL KFT. v. HUNGARY,Hungary,hu,6,2014,18/02/2014 00:00:00,Individual,True,1,0,6,,False,Nebojša Vučinić,4,Nebojša Vučinić|András Sajó|Egidijus Kūris|Stanley Naismith
001-94458,31206/02,CASE OF FOKAS v. TURKEY,Turkey,tr,p1-1,2009,29/09/2009 00:00:00,Individual,True,1,0,p1-1,,False,Josep Casadevall,8,Josep Casadevall|Boštjan M. Zupančič|Alvina Gyulumyan|Ineta Ziemele|Luis López Guerra|Işıl Karakaş|Ann Power|Stanley Naismith
001-177931,45044/06;18796/08;49158/09;63839/09;34455/10;36295/10,CASE OF KSENZ AND OTHERS v. RUSSIA,Russian Federation,ru,"3, 5",2017,12/12/2017 00:00:00,Multiple Applicants,True,2,0,"3, 5",,False,Helena Jäderblom,8,Helena Jäderblom|Branko Lubarda|Luis López Guerra|Helen Keller|Dmitry Dedov|Georgios A. Serghides|Jolien Schukking|Stephen Phillips
001-89040,26365/05,CASE OF KAZANTSEVA v. RUSSIA,Russian Federation,ru,"6, p1-1",2008,23/10/2008 00:00:00,Individual,True,2,0,"6, p1-1",,False,Nina Vajić,8,Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|André Wampach
001-192458,19965/06,CASE OF KAMOY RADYO TELEVİZYON YAYINCILIK VE ORGANİZASYON A.Ş. v. TURKEY,Turkey,tr,p1-1,2019,16/04/2019 00:00:00,Individual,True,1,0,p1-1,,False,Robert Spano,8,Robert Spano|Paul Lemmens|Işıl Karakaş|Julia Laffranque|Valeriu Griţco|Ivana Jelić|Darian Pavli|Stanley Naismith
001-157535,36503/11,CASE OF GAHRAMANLI AND OTHERS v. AZERBAIJAN,Azerbaijan,az,"p1-3, 41",2015,08/10/2015 00:00:00,Multiple Applicants,True,1,0,p1-3,,True,András Sajó,8,András Sajó|Elisabeth Steiner|Khanlar Hajiyev|Paulo Pinto de Albuquerque|Linos-Alexandre Sicilianos|Erik Møse|Dmitry Dedov|André Wampach
001-193494,39757/15,CASE OF SIGURÐUR EINARSSON AND OTHERS v. ICELAND,Iceland,is,"35, 6, 41, 46",2019,04/06/2019 00:00:00,Multiple Applicants,True,1,2,6,"6-3-b, 6-3-d",True,Paul Lemmens,8,Paul Lemmens|Julia Laffranque|Valeriu Griţco|Stéphanie Mourou-Vikström|Arnfinn Bårdsen|Darian Pavli|Ragnhildur Helgadóttir|Stanley Naismith
001-169210,16995/05,CASE OF GUK v. UKRAINE,Ukraine,ua,"3, 13, 34, 8",2016,08/12/2016 00:00:00,Individual,True,3,2,"3, 8, 13","13, 34",False,André Potocki,4,André Potocki|Ganna Yudkivska|Síofra O’Leary|Anne-Marie Dougin
001-68732,53254/99,CASE OF KARALEVICIUS v. LITHUANIA,Lithuania,lt,"3, 41, 5, 8",2005,07/04/2005 00:00:00,Individual,True,3,1,"3, 5-1, 8",5-1,True,MrB.M. Zupančič,8,MrB.M. Zupančič|MrJ. Hedigan|MrC. Bîrsan|MrsM. Tsatsa-Nikolovska|MsR. Jaeger|MrE. Myjer|MrDavid Thór Björgvinsson|Mr V. Berger
001-58750,25792/94,CASE OF TRZASKA v. POLAND,Poland,pl,"6, 5, 41",2000,11/07/2000 00:00:00,Individual,True,3,0,"5-3, 5-4, 6-1",,True,,0,
001-82752,17359/04,CASE OF MARCU v. MOLDOVA,"Moldova, Republic of",md,"6, p1-1",2007,16/10/2007 00:00:00,Individual,True,1,0,6-1,,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrG. Bonello|MrS. Pavlovschi|MrL. Garlicki|MrJ. Šikuta|MrsP. Hirvelä|Mr T.L. Early
001-89552,40081/03,CASE OF KUZMINSKIY v. RUSSIA,Russian Federation,ru,"6, p1-1",2008,14/11/2008 00:00:00,Individual,True,2,0,"6, p1-1",,False,Christos Rozakis,8,Christos Rozakis|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-173248,62068/08,CASE OF SOKOLOV v. RUSSIA,Russian Federation,ru,"6, p1-1",2017,02/05/2017 00:00:00,Individual,True,2,0,"6, p1-1",,False,Helen Keller,4,Helen Keller|Pere Pastor Vilanova|Alena Poláčková|Fatoş Aracı
001-81684,21984/05,CASE OF GOREA v. MOLDOVA,"Moldova, Republic of",md,5,2007,17/07/2007 00:00:00,Individual,True,1,0,5-1,,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrG. Bonello|MrK. Traja|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|Mr T.L. Early
001-81118,44543/04,CASE OF PAROLOV v. RUSSIA,Russian Federation,ru,"6, p1-1",2007,14/06/2007 00:00:00,Individual,True,1,0,6-1,,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsN. Vajić|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|Mr S. Nielsen
001-80061,24842/04,CASE OF KLETSOVA v. RUSSIA,Russian Federation,ru,"6, p1-1",2007,12/04/2007 00:00:00,Individual,True,1,0,6-1,,False,MrL. Loucaides,8,MrL. Loucaides|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|MrG. Malinverni|Mr S. Nielsen
001-86228,25230/03,CASE OF GEORGESCU v. ROMANIA,Romania,ro,"35, 3, 6, 41, 29",2008,13/05/2008 00:00:00,Individual,True,2,0,"3, 6-1",,True,,1,and  Quesada
001-83454,28888/02,CASE OF DAGLI v. TURKEY,Turkey,tr,6,2007,27/11/2007 00:00:00,Individual,True,1,0,6-1,,False,MrsF. Tulkens,6,MrsF. Tulkens|MrA.B. Baka|MrR. Türmen|MrsA. Mularoni|MrsD. Jočienė|Mrs S. Dollé
001-95764,6261/04,CASE OF LAZARUK v. UKRAINE,Ukraine,ua,6,2009,19/11/2009 00:00:00,Individual,True,1,0,6,,False,,1,and Stephen Phillips
001-71471,64001/00,CASE OF MIKULOVA v. SLOVAKIA,Slovakia,sk,"6, 29, 41",2005,06/12/2005 00:00:00,Individual,True,1,0,6-1,,True,SirNicolas Bratza,8,SirNicolas Bratza|MrG. Bonello|MrJ. Casadevall|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|MrJ. Šikuta|Mr M. O’Boyle
001-192077,28932/14,CASE OF HODŽIĆ v. CROATIA,Croatia,hr,6,2019,04/04/2019 00:00:00,Individual,True,1,0,6,,False,Linos-Alexandre Sicilianos,8,Linos-Alexandre Sicilianos|Ksenija Turković|Aleš Pejchal|Krzysztof Wojtyczek|Armen Harutyunyan|Tim Eicke|Jovan Ilievski|Abel Campos
001-78794,56891/00,CASE OF BORISOVA v. BULGARIA,Bulgaria,bg,"6, 41",2006,21/12/2006 00:00:00,Individual,True,1,0,6,,True,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrK. Jungwiert|MrsM. Tsatsa-Nikolovska|MrJ. Borrego Borrego|MrsR. Jaeger|MrM. Villiger|Mrs C. Westerdiek
001-177233,11788/16,CASE OF SEMENOVA v. RUSSIA,Russian Federation,ru,"3, 34",2017,03/10/2017 00:00:00,Individual,True,2,0,"3, 34",,False,Helen Keller,4,Helen Keller|Pere Pastor Vilanova|Alena Poláčková|Fatoş Aracı
001-167124,5442/11,CASE OF RAYKOVA v. BULGARIA,Bulgaria,bg,p1-1,2016,13/10/2016 00:00:00,Individual,True,1,0,p1-1,,False,Khanlar Hajiyev,4,Khanlar Hajiyev|Faris Vehabović|Carlo Ranzoni|Milan Blaško
001-57466,8805/79;8806/79;9242/81,"CASE OF DE JONG, BALJET AND VAN DEN BRINK v. THE NETHERLANDS",Netherlands,nl,"35, 5, 13, 34, 41, 14, 18",1984,22/05/1984 00:00:00,Individual,True,2,3,"5-3, 5-4","5-1, 5, 14",True,Mr. R. Ryssdal,1,Mr. R. Ryssdal
001-159880,43519/07;43524/07;45247/07,CASE OF MILOJEVIĆ AND OTHERS v. SERBIA,Serbia,rs,"6, 8",2016,12/01/2016 00:00:00,Multiple Applicants,True,2,0,"8, 6",,False,Luis López Guerra,8,Luis López Guerra|Helena Jäderblom|Helen Keller|Johannes Silvis|Dmitry Dedov|Branko Lubarda|Pere Pastor Vilanova|Marialena Tsirli
001-205898,16558/18,CASE OF KILIÇDAROĞLU v. TURKEY,Turkey,tr,10,2020,27/10/2020 00:00:00,Individual,True,1,0,10,,False,,0,
001-57561,7984/77,CASE OF PRETTO AND OTHERS v. ITALY,Italy,it,6,1983,08/12/1983 00:00:00,Multiple Applicants,False,0,1,,6-1,False,Mr. G. Wiarda,1,Mr. G. Wiarda
001-193734,2575/09;45712/10;20805/11;41732/11,CASE OF KOTENKO AND OTHERS v. UKRAINE,Ukraine,ua,6,2019,20/06/2019 00:00:00,Multiple Applicants,True,1,1,6,6,False,Yonko Grozev,4,Yonko Grozev|Gabriele Kucsko-Stadlmayer|Lado Chanturia|Milan Blaško
